Noun,Verb,Adjective,Exclamation 
얼굴,,,
욕심,,,
보가,,,
진짜,,,
부끄러움,,,
수치,,,
건가,,,
내,,,
학교,,,
내,,,
한숨,,,
이대,,,
최경희,,,
건대,,,
김경희,,,
말,,,
곧,,,
최,,,
실,,,
딸,,,
건가,,,
어머,,,
똥,,,
남,,,
가지,,,
사탄,,,
인형,,,
처키,,,
진실,,,
다음,,,
정권,,,
때,,,
이제,,,
특혜,,,
정부,,,
제발,,,
내,,,
세금,,,
비리,,,
처,,,
상식,,,
사회,,,
똥,,,
이건,,,
대중,,,
바,,,
얼마나,,,
똥,,,
냄새,,,
주변,,,
똥,,,
냄새,,,
자기,,,
코,,,
난,,,
꼴,,,
손바닥,,,
하늘,,,
이화인,,,
우매,,,
생각,,,
아대,,,
생,,,
응원,,,
끝,,,
이,,,
녀성,,,
총장,,,
부분,,,
네,,,
말,,,
누가,,,
도인,,,
정유,,,
이름,,,
개명,,,
곧,,,
대선,,,
공약,,,
전혀,,,
거짓말,,,
개,,,
웃어요,,,
아줌마,,,
벌,,,
참으로,,,
양심,,,
얘,,,
제자,,,
보기,,,
이제,,,
당신,,,
말,,,
거짓말,,,
것,,,
개돼지,,,
입장,,,
울트라,,,
수퍼,,,
특혜,,,
왕국,,,
넘버원,,,
입장,,,
전혀,,,
특혜,,,
전혀,,,
권리,,,
특혜,,,
겨,,,
그냥,,,
이,,,
곳,,,
한국,,,
봉건사회,,,
계속,,,
총장,,,
직,,,
유지,,,
최,,,
실,,,
만이,,,
손바닥,,,
하늘,,,
사람,,,
왜,,,
나중,,,
감당,,,
어찌,,,
화무십일홍,,,
어찌,,,
선조,,,
가르침,,,
리도,,,
무시,,,
한단,,,
말,,,
특혜,,,
단어,,,
뜻,,,
손바닥,,,
하늘,,,
최경희,,,
어쩌다가,,,
타락,,,
길,,,
의혹,,,
부분,,,
설명,,,
좀,,,
이대,,,
교수,,,
학생,,,
요즘,,,
일부,,,
사회,,,
국민,,,
정의,,,
파이팅,,,
개,,,
개도,,,
도리,,,
저런,,,
년,,,
수능,,,
성적표,,,
시간,,,
어차피,,,
깜빵감,,,
어처구니,,,
출석,,,
제대로,,,
안,,,
애,,,
학점,,,
뭐,,,
누구,,,
재수강,,,
과제,,,
시험,,,
공부,,,
박,,,
그네,,,
분신,,,
인정,,,
리틀,,,
박,,,
그네,,,
닭,,,
놈,,,
형사,,,
범죄자,,,
뭘,,,
물어,,,
구속,,,
특혜,,,
쥔님,,,
분말,,,
로,,,
겄,,,
건가,,,
말,,,
중인,,,
사람,,,
대체,,,
건,,,
뭐,,,
총장,,,
시붤,,,
너,,,
대대손손,,,
기득권,,,
일,,,
것,,,
니,,,
손녀,,,
시스템,,,
피해자,,,
죄,,,
니,,,
손녀,,,
하자,,,
어차피,,,
정권,,,
알,,,
해,,,
진자,,,
사립,,,
유치원,,,
이화여대,,,
의혹,,,
대해,,,
해명,,,
를,,,
해,,,
것,,,
말,,,
안,,,
것,,,
진짜,,,
징,,,
꼭,,,
맹바기,,,
증거,,,
오리발,,,
닭발,,,
대로,,,
진짜,,,
열,,,
요즘,,,
국민,,,
너,,,
때,,,
교육,,,
못,,,
사람,,,
이대,,,
총장,,,
직함,,,
때문,,,
사람,,,
존댓말,,,
댓글,,,
것,,,
쌍욕,,,
몇,,,
번,,,
사람,,,
말,,,
얼굴,,,
두께,,,
얼마나,,,
하라,,,
사퇴,,,
안,,,
저딴,,,
말,,,
교수,,,
난린데,,,
혼자,,,
고집,,,
부리,,,
사람,,,
해임,,,
사람,,,
그,,,
사람,,,
기회,,,
주자,,,
것,,,
잘못,,,
지적,,,
못,,,
알,,,
척,,,
질,,,
이대,,,
자존심,,,
걸,,,
총장,,,
두기,,,
이대,,,
명성,,,
잔,,,
머리,,,
려면,,,
교육,,,
몸,,,
경제,,,
정치,,,
판,,,
최,,,
총장,,,
메친뇬,,,
국민,,,
호구,,,
술,,,
운전,,,
음주운전,,,
레포트,,,
수준,,,
아주,,,
경악,,,
더,,,
일단,,,
발뺌,,,
본인,,,
학교,,,
차원,,,
특혜,,,
치자,,,
이제,,,
불합리,,,
불공정,,,
의혹,,,
누가,,,
사실,,,
의혹,,,
사회,,,
파장,,,
제적,,,
용기,,,
양심,,,
박근혜,,,
이후,,,
눈,,,
아주,,,
인간,,,
대적,,,
비리,,,
발뺌,,,
거,,,
대체,,,
뒤,,,
뭐,,,
버티고,,,
박근혜,,,
최,,,
실,,,
최태민,,,
혼령,,,
개판,,,
그게,,,
특혜,,,
도대체,,,
특해,,,
생각,,,
돌대가리,,,
런가,,,
사람,,,
왜,,,
나,,,
이대,,,
여자,,,
이대,,,
증거,,,
오리발,,,
권력,,,
이화여대,,,
온,,,
유구,,,
여성,,,
지성,,,
전당,,,
최경희,,,
권력,,,
욕,,,
권력,,,
녀,,,
덕택,,,
이화,,,
사형선고,,,
이화,,,
이화인,,,
어찌,,,
단말,,,
입,,,
짝,,,
누가,,,
니,,,
말,,,
하여튼,,,
대가리,,,
하나,,,
못,,,
공,,,
탑,,,
건,,,
순간,,,
나라,,,
꼬,,,
가관,,,
더,,,
르븐,,,
것,,,
여기,,,
스틸,,,
러,,,
살,,,
딸,,,
대통령,,,
관계,,,
왜,,,
영애,,,
대우,,,
영생교,,,
무당,,,
거,,,
최태민,,,
김재규,,,
박정희,,,
시해,,,
예측,,,
그때,,,
뻑,,,
이나라,,,
총기,,,
자유,,,
년,,,
꼴봬기,,,
어서,,,
당췌,,,
이사회,,,
어디,,,
앞,,,
얼마나,,,
더,,,
꼴,,,
볼런,,,
살,,,
진짜,,,
똥,,,
누리,,,
똥,,,
여대,,,
총장,,,
손바닥,,,
태양,,,
밤,,,
에이,,,
툇,,,
툇,,,
툇,,,
대한민국,,,
개판,,,
아줌마,,,
존재,,,
자체,,,
특혜,,,
얘기,,,
의혹,,,
허심,,,
탄회,,,
설명,,,
비공개,,,
설명,,,
회,,,
이,,,
뭡,,,
손바닥,,,
하늘,,,
제대로,,,
인물,,,
하나,,,
뭐,,,
하나,,,
제대로,,,
능력,,,
의지,,,
또한,,,
거,,,
얼굴,,,
왜,,,
변햇,,,
존나,,,
처,,,
응,,,
술,,,
운전,,,
음주운전,,,
손바닥,,,
하늘,,,
특혜,,,
국민,,,
바보,,,
천치,,,
원,,,
나랏님,,,
부터,,,
그,,,
밑,,,
수하,,,
온,,,
국민,,,
개,,,
돼지,,,
보,,,
당신,,,
우리,,,
이나라,,,
국민,,,
방법,,,
내,,,
원,,,
담,,,
생,,,
기대,,,
수,,,
최,,,
총장,,,
이건,,,
입,,,
세상,,,
누가,,,
죄,,,
감옥,,,
국민,,,
바보,,,
무시,,,
건가,,,
기분,,,
뭐,,,
특혜,,,
나,,,
레포트,,,
정말,,,
건,,,
비뿔,,,
키,,,
도둑질,,,
네,,,
증거,,,
배,,,
꼴,,,
생,,,
얼굴,,,
똥칠,,,
제대로,,,
거짓말,,,
뻔,,,
힝,,,
학교생활,,,
성적,,,
사이비종교,,,
교주,,,
교주,,,
딸,,,
십년,,,
속,,,
우리,,,
언니,,,
구,,,
언니,,,
속,,,
죄,,,
여기,,,
똥개,,,
하나,,,
추가,,,
이,,,
정권,,,
나리,,,
자기,,,
가족,,,
팽개,,,
왜,,,
주변,,,
사람,,,
정치,,,
지하,,,
조상,,,
한탄,,,
특혜,,,
개,,,
주인,,,
꼬리,,,
뿐,,,
대통령,,,
총장,,,
최,,,
실,,,
목질,,,
나라,,,
쫌,,,
내,,,
머리,,,
속,,,
뇌,,,
살기,,,
자살,,,
국민,,,
앞,,,
혼자,,,
가지,,,
저런,,,
인간,,,
하나,,,
처치,,,
이대,,,
뭐,,,
학교,,,
특혜,,,
과제,,,
물,,,
첨부,,,
안,,,
교수,,,
학생,,,
경어,,,
뭐,,,
교수,,,
성격,,,
모든,,,
학생,,,
말투,,,
라면,,,
치,,,
저,,,
학생,,,
태도,,,
라면,,,
심지어,,,
점수,,,
수준,,,
과제,,,
물,,,
마감,,,
기한,,,
과제,,,
물,,,
점수,,,
출석,,,
출석,,,
이,,,
바로,,,
특혜,,,
뭘,,,
특혜,,,
뭐,,,
선심,,,
쓰기,,,
정모,,,
명,,,
더,,,
애,,,
인상,,,
아주,,,
표독,,,
얼굴,,,
잡기,,,
능,,,
거짓말,,,
생,,,
여자,,,
총장,,,
이,,,
나라,,,
권력,,,
정신,,,
것,,,
그대,,,
뻔,,,
손,,,
두발,,,
다들겄소,,,
게,,,
정상,,,
국가,,,
구석,,,
구석,,,
저,,,
따윈데,,,
게,,,
나라,,,
정상,,,
국가,,,
고,,,
신발,,,
식민,,,
청산,,,
제대로,,,
병,,,
신,,,
나라,,,
장유,,,
지금,,,
독일,,,
삼성,,,
승마,,,
말타,,,
최,,,
실,,,
파워,,,
비리,,,
자신,,,
전,,,
재산,,,
걸,,,
어보,,,
심,,,
가요,,,
해도,,,
술,,,
운전,,,
음주운전,,,
정도,,,
특혜,,,
거,,,
확,,,
입,,,
뿔,,,
월매,,,
국민,,,
더,,,
희롱,,,
대학교,,,
총장,,,
사람,,,
특혜,,,
단어,,,
뜻,,,
난,,,
총장,,,
이해,,,
간다,,,
권력,,,
순위,,,
무조건,,,
지금,,,
정말,,,
세기,,,
이화여대,,,
또,,,
등장인물,,,
여자,,,
이무기,,,
손바닥,,,
하늘,,,
이,,,
이대,,,
졸업생,,,
전수,,,
조사,,,
특권,,,
층,,,
정도,,,
특혜,,,
최,,,
실,,,
청와대,,,
실세,,,
정유,,,
수능,,,
점수,,,
후문,,,
근처,,,
못,,,
깜깜,,,
수시,,,
전형,,,
내,,,
육두문자,,,
이,,,
틴,,,
뭐,,,
기,,,
손바닥,,,
하늘,,,
대학,,,
총장,,,
쩡렴성,,,
기본,,,
신문,,,
국민,,,
승,,,
비,,,
라가,,,
개,,,
웃,,,
말,,,
나라,,,
어디,,,
우리나라,,,
왜,,,
개판,,,
손바닥,,,
하늘,,,
총장,,,
차지,,,
특혜,,,
특혜,,,
왜,,,
난,,,
청와대,,,
짓거리,,,
손바닥,,,
하늘,,,
쯧쯧,,,
이,,,
아줌마,,,
이제,,,
눈,,,
걸,,,
특혜,,,
고도,,,
건가,,,
박근혜,,,
정권,,,
충견답,,,
박근혜,,,
최,,,
실의,,,
충견,,,
이,,,
사실,,,
건가,,,
바,,,
너,,,
관상,,,
죵,,,
지식,,,
고집,,,
양심,,,
보이,,,
살,,,
너,,,
기준,,,
특혜,,,
생각,,,
것,,,
나라,,,
국민,,,
우매,,,
함,,,
자의,,,
몫,,,
더,,,
국민성,,,
국민성,,,
스스로,,,
얼굴,,,
침,,,
소리,,,
부터,,,
권력,,,
국민,,,
일,,,
쥐,,,
졸지,,,
개돼지,,,
후손,,,
당신,,,
그,,,
말,,,
이,,,
아줌마,,,
아줌마,,,
살살,,,
거짓말,,,
똥,,,
고집,,,
부리고,,,
여러분,,,
설마,,,
특혜,,,
생각,,,
저,,,
년,,,
뻔,,,
개구리,,,
등,,,
껍질,,,
사퇴,,,
부정부패,,,
혐의,,,
감방,,,
정권,,,
비위,,,
관련,,,
자,,,
엄중,,,
처벌,,,
거짓,,,
한류,,,
수출,,,
일조,,,
이제,,,
거짓말,,,
혹시,,,
거짓,,,
개돼지,,,
이제,,,
진짜,,,
누구,,,
때,,,
함,,,
물어,,,
진심,,,
진절머리,,,
반복,,,
일,,,
이대,,,
외압없,,,
레포트,,,
탈,,,
욕설,,,
표절,,,
증빙,,,
서류,,,
결석,,,
제적,,,
안주,,,
학교,,,
니,,,
후손,,,
보기,,,
알라,,,
에이,,,
그랬슴,,,
저지,,,
라이,,,
간신,,,
배년,,,
것,,,
깡통,,,
등,,,
자리,,,
죄,,,
어도,,,
절대,,,
권력,,,
누비,,,
세상,,,
사퇴,,,
감옥,,,
래서야,,,
김정은,,,
욕,,,
국민,,,
무시,,,
사람,,,
것,,,
가득,,,
매,,,
요즘,,,
컨,,,
은,,,
푼,,,
푼,,,
게,,,
돈번,,,
단,,,
푼,,,
집권,,,
기간,,,
동안,,,
니,,,
관상,,,
영,,,
남,,,
상이,,,
총장,,,
남자,,,
이제,,,
당신,,,
여자,,,
말,,,
못,,,
술,,,
운전,,,
음주운전,,,
지금,,,
정황,,,
프로,,,
고해,,,
프로,,,
특혜,,,
거,,,
누굴,,,
바보,,,
아,,,
만약,,,
총장,,,
말,,,
스스로,,,
이대,,,
클라스,,,
입시,,,
부정,,,
말,,,
필사,,,
법,,,
처,,,
니,,,
찌,,,
여자,,,
대루,,,
증거,,,
려고,,,
최씨,,,
최씨,,,
왜,,,
일이,,,
더러,,,
번,,,
나라,,,
희망이,,,
나라,,,
년,,,
화의,,,
명예,,,
오점,,,
총장,,,
본인,,,
목숨,,,
위,,,
압박,,,
주,,,
언론,,,
난,,,
권력,,,
녀,,,
총장,,,
생,,,
생,,,
학교,,,
생활,,,
히히히,,,
히히히,,,
권력,,,
맛,,,
표정,,,
그것,,,
너,,,
박근혜,,,
증거,,,
죤놔,,,
언론,,,
통해,,,
우수수,,,
뭐기,,,
돈,,,
교육,,,
재단,,,
대기업,,,
놀이,,,
경영,,,
착각,,,
뇬,,,
권력자,,,
똥꾸,,,
뇽,,,
쪽쪽,,,
완장,,,
걸,,,
죤놔,,,
권력,,,
질,,,
젠,,,
그,,,
책임,,,
예언,,,
하나,,,
나,,,
넌,,,
꼬리,,,
내,,,
그,,,
다음,,,
어디,,,
주간지,,,
기자,,,
최,,,
총장,,,
진실,,,
고백,,,
어쩌,,,
증거,,,
몇개,,,
당시,,,
사실,,,
폭로,,,
며,,,
새누리,,,
다시,,,
딜,,,
시작,,,
새누리,,,
줌,,,
폭로,,,
이눔,,,
개한민국,,,
소나,,,
고등어,,,
입,,,
뻥,,,
거짓말,,,
무조건,,,
거짓말,,,
우기,,,
주의,,,
특혜,,,
말,,,
이전,,,
상황,,,
권력,,,
굴복,,,
경우,,,
것,,,
인정,,,
것,,,
그냥,,,
늘,,,
왜,,,
생각,,,
거,,,
저,,,
총장,,,
지리,,,
애,,,
하나,,,
때문,,,
사람,,,
하나,,,
또,,,
등신,,,
쟤땜시,,,
류,,,
드르븐,,,
잡,,,
된장,,,
뇬,,,
당신,,,
자녀,,,
보고,,,
자녀,,,
울,,,
엄마,,,
존경,,,
집,,,
당신,,,
자녀,,,
대화,,,
지금,,,
본인,,,
엄마,,,
총장,,,
는걸,,,
숨기,,,
스트레스,,,
특혜,,,
부정,,,
특혜,,,
분명,,,
술,,,
운전,,,
음주운전,,,
결코,,,
정유,,,
박,,,
유라,,,
특혜,,,
우리,,,
부모님,,,
세대,,,
말,,,
도저히,,,
워낙,,,
거짓말,,,
세대,,,
지금,,,
정말,,,
이,,,
놈,,,
양심,,,
명,,,
년,,,
동안,,,
고생,,,
고작,,,
서울대,,,
교수,,,
옥시,,,
보고서,,,
조작,,,
사건,,,
이,,,
고작,,,
천명,,,
지금,,,
여러분,,,
역사,,,
이화여대,,,
잡,,,
역사,,,
과정,,,
목격,,,
국민,,,
특혜,,,
보이지,,,
권력자,,,
그냥,,,
우정,,,
일상,,,
아가,,,
여자도,,,
국회,,,
정부,,,
안일,,,
발뺌,,,
나,,,
양심,,,
총장,,,
명예,,,
정권,,,
한자리,,,
려,,,
눌,,,
공천,,,
이화여대,,,
킹스,,,
대학교,,,
저,,,
사람,,,
사람,,,
이대,,,
이미지,,,
얼마나,,,
염치,,,
사실관계,,,
학교,,,
위해,,,
맨입,,,
안,,,
돼지,,,
완구,,,
할복,,,
넌,,,
뭘걸,,,
매사,,,
거짓말,,,
정부,,,
거짓말,,,
총장,,,
자식,,,
보기,,,
안지,,,
카퇴,,,
속마음,,,
힘좀,,,
마이,,,
싱,,,
다가,,,
저뇬,,,
쌍,,,
콧구멍,,,
박아,,,
최경희,,,
넌,,,
특혜,,,
뜻,,,
끝,,,
너,,,
하나,,,
사리,,,
사욕,,,
위해,,,
명문,,,
이대,,,
수렁,,,
건가,,,
아첨,,,
더,,,
권력,,,
서열,,,
순위,,,
김정은,,,
위인,,,
아무,,,
실,,,
손,,,
모가지,,,
진짜,,,
모가지,,,
거실,,,
요,,,
게,,,
정규,,,
뉴스,,,
방송,,,
방법,,,
언론,,,
통제,,,
눈가,,,
리,,,
도,,,
분수,,,
태양,,,
손,,,
격,,,
이건,,,
이제,,,
진짜,,,
식,,,
인터뷰,,,
갠,,,
자제,,,
답,,,
대강,,,
요즘,,,
뉴스,,,
내용,,,
언론사,,,
거의,,,
정도,,,
여러분,,,
거,,,
거짓말,,,
아시,,,
이대,,,
수준,,,
알바,,,
밤새,,,
레포트,,,
생,,,
엄마,,,
생,,,
롯,,,
전국,,,
모든,,,
대학생,,,
피,,,
눈물,,,
양반,,,
다른,,,
학생,,,
그,,,
입학,,,
학점,,,
특혜,,,
말,,,
인정,,,
줄,,,
다른,,,
학생,,,
어림,,,
무슨,,,
특혜,,,
입,,,
침,,,
발라,,,
재정,,,
신인,,,
대한민국,,,
가장,,,
문제,,,
부정부패,,,
국민,,,
이제,,,
이제,,,
더,,,
이상,,,
곳도,,,
더,,,
이상,,,
출고,,,
먹통,,,
울릉도,,,
호박엿,,,
소리,,,
눈가,,,
리,,,
삼척동자,,,
사실,,,
왜,,,
자꾸,,,
변명,,,
일관,,,
사실,,,
당신,,,
권력,,,
어사,,,
총장,,,
후대,,,
길,,,
이남,,,
것,,,
불통,,,
저,,,
쓰레기,,,
하하,,,
가웃,,,
일이,,,
특혜,,,
일반인,,,
이건,,,
니,,,
개,,,
돼지,,,
대충,,,
요로,,,
사람,,,
위,,,
나라,,,
사람,,,
대학,,,
요,,,
공부,,,
이대,,,
분,,,
사람,,,
대국민,,,
상대,,,
한판,,,
미르,,,
재단,,,
것,,,
것,,,
사안,,,
한숨,,,
나라,,,
꼴,,,
수첩,,,
사람,,,
제거,,,
넌,,,
꼭두각시,,,
실세,,,
총장,,,
따위,,,
사기,,,
자빠,,,
네,,,
끄나풀,,,
빽,,,
한번,,,
정말,,,
뻔,,,
인간,,,
닭,,,
그,,,
자리,,,
끼리끼리,,,
데,,,
뭘,,,
개,,,
대죄,,,
등신,,,
발뺌,,,
끼리끼리,,,
둘,,,
투표,,,
잘못,,,
것,,,
닥,,,
난,,,
네,,,
기대,,,
이눔,,,
닭그네,,,
짓,,,
누굴,,,
자기,,,
중심,,,
사고방식,,,
고집불통,,,
이미지,,,
허심,,,
탄회,,,
솔직,,,
허심,,,
탄회,,,
말,,,
특혜,,,
일련,,,
경우,,,
특혜,,,
내,,,
개돼지,,,
런가,,,
난,,,
보이,,,
니,,,
내,,,
마누라,,,
것,,,
어디,,,
거,,,
똥통,,,
한순간,,,
이빨,,,
살,,,
당신,,,
얼마나,,,
한번,,,
살,,,
사실,,,
대부분,,,
국민,,,
특혜,,,
생각,,,
특혜,,,
하니,,,
왜,,,
특혜,,,
설명,,,
좀,,,
부탁,,,
생,,,
이대,,,
고고,,,
이미지,,,
이제,,,
김활란,,,
이미지,,,
거,,,
이대,,,
학교,,,
그냥,,,
삼류,,,
순식간,,,
면,,,
이번,,,
정권,,,
모든,,,
뉴스,,,
반대,,,
정답,,,
아시안,,,
메달,,,
김연아,,,
줄알,,,
학교,,,
다나,,,
시집,,,
짱,,,
짱,,,
인제,,,
그래그래,,,
암,,,
술,,,
운전,,,
음주운전,,,
총장,,,
지금,,,
거기,,,
국민,,,
뭐,,,
보고,,,
사퇴,,,
이은재,,,
말,,,
사퇴,,,
발,,,
증거,,,
멸,,,
세월호,,,
사건,,,
뭐,,,
때,,,
언론,,,
김,,,
좀,,,
저런,,,
말갗,,,
지도,,,
변명,,,
명문,,,
이대,,,
이미지,,,
땅,,,
부정,,,
입학,,,
학점,,,
관리,,,
개판,,,
무슨,,,
명분,,,
명문,,,
사학,,,
서울,,,
류,,,
대학,,,
급,,,
이참,,,
각,,,
대학,,,
특별,,,
입학,,,
제도,,,
모두,,,
체육,,,
특기,,,
입학,,,
학교,,,
이미지,,,
절대,,,
오늘,,,
교훈,,,
